File 	Datum 	StartZeit 	SZA  	AMF  	ChiSquare 	Streulicht_midday_log	Streulicht_midday_log Error 	Ring Streulicht_midday	Ring Streulicht_midday Error 	result of convolution O3	result of convolution O3 Error 	result of convolution NO2	result of convolution NO2 Error 	result of convolution O4	result of convolution O4 Error 	
62199	4/23/2019 	15:27:36	61.5		0.11625	-0.96956	0.016275	8.2937e+23	1.2654e+25	5.6093e+18	6.3724e+17	1.0616e+17	1.0581e+17	1.6445e+45	2.1589e+44	
62200	4/23/2019 	15:29:14	61.8		0.12279	-0.96883	0.016675	3.872e+24	1.2956e+25	5.3552e+18	6.4973e+17	1.4033e+17	1.0854e+17	1.6974e+45	2.2044e+44	
62201	4/23/2019 	15:30:51	62.1		0.12425	-0.9673	0.016805	3.0652e+24	1.3067e+25	5.7385e+18	6.5713e+17	1.1322e+17	1.0933e+17	1.7231e+45	2.2235e+44	
62202	4/23/2019 	15:32:27	62.3		0.12721	-0.96838	0.016974	5.0815e+24	1.3184e+25	5.5632e+18	6.6185e+17	1.503e+17	1.1044e+17	1.7506e+45	2.2446e+44	
62203	4/23/2019 	15:34:04	62.6		0.1308	-0.97013	0.017214	5.2822e+24	1.3368e+25	5.6343e+18	6.7057e+17	1.5782e+17	1.1198e+17	1.7695e+45	2.2799e+44	
62204	4/23/2019 	15:35:40	62.8		0.13677	-0.96929	0.017599	7.3897e+24	1.3664e+25	5.6068e+18	6.8472e+17	1.6347e+17	1.1447e+17	1.7799e+45	2.3268e+44	
62205	4/23/2019 	15:37:17	63.1		0.13622	-0.96744	0.017559	7.0326e+24	1.365e+25	6.0306e+18	6.8506e+17	1.4276e+17	1.1436e+17	1.8066e+45	2.3194e+44	
62206	4/23/2019 	15:38:54	63.3		0.13961	-0.96913	0.017809	6.2396e+24	1.3837e+25	6.1357e+18	6.9399e+17	1.3588e+17	1.1581e+17	1.8031e+45	2.3575e+44	
62207	4/23/2019 	15:40:30	63.6		0.14125	-0.96729	0.017888	7.8047e+24	1.391e+25	6.4358e+18	6.9864e+17	1.4409e+17	1.165e+17	1.8538e+45	2.3631e+44	
62208	4/23/2019 	15:42:07	63.9		0.14235	-0.96617	0.018039	5.0497e+24	1.4024e+25	6.7881e+18	7.0608e+17	9.0376e+16	1.172e+17	1.8082e+45	2.3843e+44	
62209	4/23/2019 	15:43:43	64.1		0.15105	-0.96546	0.018511	8.7969e+24	1.4398e+25	6.617e+18	7.2316e+17	1.3294e+17	1.2052e+17	1.9096e+45	2.4488e+44	
62210	4/23/2019 	15:45:20	64.4		0.15185	-0.96508	0.018599	1.2209e+25	1.4438e+25	6.7901e+18	7.2337e+17	1.4403e+17	1.2077e+17	1.9062e+45	2.4596e+44	
62211	4/23/2019 	15:46:57	64.6		0.1642	-0.97001	0.019362	3.7022e+24	1.5049e+25	7.007e+18	7.5666e+17	1.1904e+17	1.2581e+17	1.956e+45	2.5558e+44	
62212	4/23/2019 	15:48:53	64.9		0.17499	-0.96725	0.019921	5.8912e+24	1.5492e+25	6.9592e+18	7.7801e+17	1.4784e+17	1.2971e+17	2.0405e+45	2.6336e+44	
62213	4/23/2019 	15:50:49	65.2		0.17737	-0.9678	0.020101	9.1725e+24	1.5606e+25	7.1172e+18	7.8264e+17	1.5238e+17	1.3054e+17	2.0438e+45	2.6545e+44	
62214	4/23/2019 	15:52:45	65.6		0.19101	-0.96374	0.020777	8.3187e+24	1.6161e+25	7.079e+18	8.1283e+17	1.7095e+17	1.3544e+17	2.1909e+45	2.743e+44	
62215	4/23/2019 	15:54:41	65.9		0.22723	-0.95882	0.022567	1.6023e+25	1.7526e+25	6.4339e+18	8.7955e+17	2.316e+17	1.4743e+17	2.2866e+45	2.9772e+44	
62216	4/23/2019 	15:56:37	66.2		0.23083	-0.95637	0.022904	8.1623e+24	1.7809e+25	7.561e+18	8.9665e+17	1.4903e+17	1.4903e+17	2.4212e+45	3.0329e+44	
62217	4/23/2019 	15:58:33	66.5		0.24871	-0.95117	0.023748	1.1096e+25	1.8468e+25	7.4916e+18	9.2773e+17	1.5862e+17	1.5464e+17	2.5045e+45	3.1333e+44	
62218	4/23/2019 	16:00:29	66.8		0.27501	-0.94494	0.02495	1.2979e+25	1.9395e+25	7.4655e+18	9.7418e+17	1.7815e+17	1.6253e+17	2.6876e+45	3.2964e+44	
62219	4/23/2019 	16:02:25	67.1		0.30801	-0.93809	0.026304	1.4861e+25	2.045e+25	7.1055e+18	1.0276e+18	1.987e+17	1.7184e+17	2.8494e+45	3.4642e+44	
62220	4/23/2019 	16:04:21	67.4		0.33073	-0.9336	0.02735	1.4529e+25	2.1265e+25	7.5563e+18	1.0693e+18	1.8273e+17	1.7825e+17	2.9789e+45	3.6145e+44	
62221	4/23/2019 	16:06:17	67.7		0.34318	-0.92878	0.027812	1.9953e+25	2.1603e+25	7.4074e+18	1.0838e+18	2.0833e+17	1.8134e+17	3.0567e+45	3.6672e+44	
62222	4/23/2019 	16:08:13	68.1		0.36535	-0.92855	0.028767	1.9059e+25	2.2336e+25	7.6214e+18	1.1186e+18	2.0927e+17	1.8717e+17	3.1201e+45	3.8064e+44	
62223	4/23/2019 	16:10:09	68.4		0.36956	-0.92605	0.028934	2.3837e+25	2.2456e+25	7.717e+18	1.1236e+18	2.2293e+17	1.8816e+17	3.1828e+45	3.8214e+44	
62224	4/23/2019 	16:12:06	68.7		0.39233	-0.92277	0.029737	2.1556e+25	2.3096e+25	7.9292e+18	1.1581e+18	2.2436e+17	1.9389e+17	3.3136e+45	3.9191e+44	
62225	4/23/2019 	16:14:20	69.1		0.41518	-0.9224	0.030596	2.2002e+25	2.3769e+25	8.1843e+18	1.1939e+18	2.271e+17	1.9951e+17	3.4385e+45	4.0361e+44	
62226	4/23/2019 	16:16:35	69.4		0.43008	-0.91841	0.031161	2.2422e+25	2.4215e+25	8.4395e+18	1.2159e+18	2.1834e+17	2.0314e+17	3.4877e+45	4.1161e+44	
62227	4/23/2019 	16:18:49	69.8		0.45799	-0.91475	0.032143	2.5249e+25	2.4971e+25	8.6581e+18	1.2532e+18	2.3223e+17	2.0958e+17	3.635e+45	4.2391e+44	
62228	4/23/2019 	16:21:04	70.1		0.52473	-0.90855	0.034271	2.9188e+25	2.6632e+25	8.2667e+18	1.3396e+18	2.4082e+17	2.2417e+17	3.7942e+45	4.517e+44	
62229	4/23/2019 	16:23:19	70.5		0.52772	-0.91056	0.03454	2.3397e+25	2.6841e+25	9.2535e+18	1.3484e+18	2.3107e+17	2.2511e+17	3.9221e+45	4.5559e+44	
62230	4/23/2019 	16:25:57	70.9		0.55349	-0.90277	0.035316	3.027e+25	2.7435e+25	9.147e+18	1.3769e+18	2.5058e+17	2.3035e+17	4.0949e+45	4.6576e+44	
62231	4/23/2019 	16:28:35	71.4		0.59254	-0.89564	0.036573	3.1246e+25	2.841e+25	9.5794e+18	1.4255e+18	2.4414e+17	2.384e+17	4.2613e+45	4.8243e+44	
62232	4/23/2019 	16:31:13	71.8		0.6345	-0.88659	0.037821	3.9325e+25	2.9362e+25	9.6797e+18	1.4717e+18	2.6677e+17	2.4656e+17	4.4778e+45	4.9931e+44	
62233	4/23/2019 	16:33:51	72.2		0.65869	-0.88262	0.03856	4.0403e+25	2.9939e+25	1.017e+19	1.501e+18	2.666e+17	2.513e+17	4.6263e+45	5.0917e+44	
62234	4/23/2019 	16:36:29	72.7		0.68726	-0.8766	0.039526	4.8544e+25	3.0657e+25	1.0834e+19	1.5342e+18	2.4462e+17	2.5673e+17	4.7525e+45	5.2212e+44	
62235	4/23/2019 	16:39:07	73.1		0.73532	-0.87004	0.040803	4.9737e+25	3.1664e+25	1.0925e+19	1.5885e+18	2.6264e+17	2.6549e+17	4.9806e+45	5.4002e+44	
62236	4/23/2019 	16:41:45	73.5		0.76393	-0.86134	0.041565	5.2955e+25	3.226e+25	1.1248e+19	1.617e+18	2.6426e+17	2.7064e+17	5.1097e+45	5.4851e+44	
62237	4/23/2019 	16:44:23	73.9		0.80363	-0.85208	0.042472	5.697e+25	3.2987e+25	1.1403e+19	1.6608e+18	2.6746e+17	2.776e+17	5.3578e+45	5.5938e+44	
62238	4/23/2019 	16:47:01	74.4		0.84143	-0.84714	0.043557	6.0275e+25	3.3812e+25	1.1912e+19	1.698e+18	2.7999e+17	2.8399e+17	5.5524e+45	5.7528e+44	
62239	4/23/2019 	16:50:07	74.9		0.88663	-0.83715	0.044786	6.6162e+25	3.4758e+25	1.2284e+19	1.7405e+18	2.6686e+17	2.9157e+17	5.6497e+45	5.9149e+44	
62240	4/23/2019 	16:53:12	75.4		0.9227	-0.8211	0.045656	7.4949e+25	3.5425e+25	1.3083e+19	1.7744e+18	2.6295e+17	2.9739e+17	5.9514e+45	6.0271e+44	
62241	4/23/2019 	16:56:18	75.9		0.95989	-0.80863	0.046532	7.9587e+25	3.6104e+25	1.3695e+19	1.81e+18	2.6553e+17	3.033e+17	6.1768e+45	6.1583e+44	
62242	4/23/2019 	16:59:24	76.4		1.0139	-0.79174	0.047687	8.5274e+25	3.7017e+25	1.4144e+19	1.8608e+18	2.468e+17	3.1179e+17	6.4489e+45	6.2883e+44	
62243	4/23/2019 	17:02:29	76.9		1.0232	-0.78104	0.048075	9.4036e+25	3.7305e+25	1.5643e+19	1.8746e+18	2.2456e+17	3.1326e+17	6.6963e+45	6.3578e+44	
62244	4/23/2019 	17:05:36	77.4		1.0559	-0.76789	0.048745	1.0022e+26	3.7815e+25	1.6015e+19	1.8992e+18	2.5067e+17	3.181e+17	6.8767e+45	6.4297e+44	
62245	4/23/2019 	17:09:16	78		1.0833	-0.76052	0.049389	1.0852e+26	3.8311e+25	1.7214e+19	1.924e+18	2.541e+17	3.2225e+17	7.103e+45	6.5209e+44	
62246	4/23/2019 	17:12:57	78.6		1.1044	-0.76634	0.049918	1.117e+26	3.8731e+25	1.8551e+19	1.9455e+18	2.5738e+17	3.2551e+17	7.1439e+45	6.5813e+44	
62247	4/23/2019 	17:17:19	79.3		1.1011	-0.77183	0.049946	1.1621e+26	3.8762e+25	2.0455e+19	1.9438e+18	2.0486e+17	3.2527e+17	7.0114e+45	6.5971e+44	
62248	4/23/2019 	17:22:54	80.2		1.1522	-0.74688	0.050987	1.3167e+26	3.9567e+25	2.247e+19	1.9876e+18	2.1728e+17	3.3264e+17	7.5197e+45	6.7203e+44	
62249	4/23/2019 	17:29:34	81.3		1.1355	-0.73428	0.050763	1.501e+26	3.9365e+25	2.66e+19	1.9756e+18	1.6432e+17	3.3036e+17	7.472e+45	6.7011e+44	
62250	4/23/2019 	17:36:15	82.4		1.2148	-0.72647	0.052617	1.6786e+26	4.0762e+25	3.2096e+19	2.0444e+18	5.4769e+16	3.4197e+17	7.2003e+45	6.9638e+44	
62251	4/23/2019 	17:45:36	83.8		1.679	-0.71263	0.062175	2.057e+26	4.7977e+25	4.2409e+19	2.3961e+18	-1.2144e+17	4.0233e+17	6.2192e+45	8.1676e+44	
62252	4/23/2019 	17:57:44	85.8		7.2597	-0.62245	0.13064	3.907e+26	1.0006e+26	6.4039e+19	4.9653e+18	-7.9187e+17	8.3623e+17	3.4399e+45	1.6869e+45	
62253	4/23/2019 	18:13:10	88.2		216.13	-0.095778	0.72141	1.043e+27	5.5595e+26	1.8965e+20	2.7274e+19	-2.9637e+18	4.5611e+18	-4.2825e+44	8.8224e+45	
